rank	title	composer	category	year	stars
1755	In Terra Pax, Op. 39	Gerald Finzi	Choral orchestral	1954	1
1756	Violin Concerto in D Minor, Op. 56	Niels Gade	Violin Concerto	1880	1
1757	Violin Concerto	Georg Friedrich Haas	Violin Concerto	1998	1
1758	Symphony No. 8	Philip Glass	Symphony	2005	1
1759	Clocks and Clouds	György Ligeti	Voice and Orchestra	1973	1
1760	Grave (Metamorphoses for Cello and Piano)	Witold Lutosławski	Cello Sonata	1981	1
1761	Field Mass (Polní mše), H. 279	Bohuslav Martinů	Choral orchestral	1939	1
1762	The Frescoes of Piero della Francesca, H. 352	Bohuslav Martinů	Unsorted Orchestral	1955	1
1763	Poèmes pour Mi	Olivier Messiaen	Lieder / Song	1937	1
1764	Symphony No. 27 in C Minor, Op. 85	Nikolai Myaskovsky	Symphony	1949	1
1765	String Quartet No. 2 in F Minor, Op. 5	Carl Nielsen	String Quartet	1890	1
1766	Violin Concerto	Einojuhani Rautavaara	Violin Concerto	1977	1
1767	Dérive No. 1	Pierre Boulez	Unsorted Orchestral	1984	1
1768	Atlas Eclipticalis	John Cage	Unsorted Orchestral	1962	1
1769	Concerto for Prepared Piano and Chamber Orchestra	John Cage	Unsorted Orchestral	1951	1
1770	Music of Changes	John Cage	Piano Sonata	1951	1
1771	Eonta	Iannis Xenakis	Unsorted Chamber	1964	1
1772	Hor Che Gli Augelli	Jacopo Peri	Lieder / Song		1
1773	Magnificat	John Stainer	Choral orchestral		1
1774	Circle Map	Kaija Saariaho	Unsorted Orchestral	2012	1
1775	Speakings	Jonathan Harvey	Unsorted Orchestral	2008	1
1776	Die Feen	Richard Wagner	Opera	1833	1
1777	Symphony No. 4 in F Minor	Ralph Vaughan Williams	Symphony	1935	1
1778	Pelléas et Mélisande, Op. 80	Gabriel Fauré	Unsorted Orchestral	1898	1
1779	Jeu de cartes	Igor Stravinsky	Ballet	1937	1
1780	String Quartet No. 6 in B-flat Major, Op. 18 No. 6	Ludwig van Beethoven	String Quartet	1800	1
1781	Masques	Claude Debussy	Piano Sonata	1904	1
1782	Symphony in E-flat Major	Paul Hindemith	Symphony	1940	1
1783	Bilder aus Osten, Op. 66	Robert Schumann	Piano duet / Piano four hands	1848	1
1784	Symphony No. 2 (Symphony in D for Strings and Trumpet)	Arthur Honegger	Symphony	1937	1
1785	Symphony No. 3	Alfred Schnittke	Symphony	1981	1
1786	Violin Sonata	Reynaldo Hahn	Violin Sonata	1927	1
1787	Si mes vers avaient des ailes	Reynaldo Hahn	Lieder / Song	1888	1
1788	Adagio for Violin and Piano	Zoltán Kodály	Violin Sonata	1905	1
1789	Cello Concerto in C Major, Op. 37	Erich Wolfgang Korngold	Cello Concerto	1946	1
1790	Concert Românesc (Romanian Concerto)	György Ligeti	Unsorted Orchestral	1951	1
1791	Jeux Vénitiens	Witold Lutosławski	Unsorted Orchestral	1961	1
1792	Un Sourire	Olivier Messiaen	Unsorted Orchestral	1989	1
1793	Con Luigi Dallapiccola	Luigi Nono	Unsorted Orchestral	1979	1
1794	Symphony No. 1	Krzysztof Penderecki	Symphony	1973	1
1795	Fonogrammi	Krzysztof Penderecki	Unsorted Orchestral	1961	1
1796	Piano and String Quartet	Morton Feldman	Piano Quintet	1985	1
1797	25 Preludes, Op. 64	César Cui	Piano Sonata	1903	1
1798	Colas Breugnon	Dmitry Kabalevsky	Opera	1938	1
1799	Festival Polonaise, Op. 12	Johan Svendsen	Unsorted Orchestral	1873	1
1800	Karawane	Esa-Pekka Salonen	Voice and Orchestra	2014	1
1801	Symphony No. 1 in C Major, WoO 32	Muzio Clementi	Symphony		1
1802	La Foresta Incantata	Francesco Geminiani	Opera		1
1803	Piano Concerto No. 1 in D Minor, Op. 40	Giuseppe Martucci	Piano Concerto	1878	1
1804	Eight Songs for a Mad King	Peter Maxwell Davies	Opera	1969	1
1805	Nocturnal after John Dowland, Op. 70	Benjamin Britten	String solo	1963	1
1806	Symphony No. 41 in C Major, Hob. I/41	Joseph Haydn	Symphony	1769	1
1807	4 Songs, Op. 43	Johannes Brahms	Lieder / Song	1864	1
1808	In Vain	Georg Friedrich Haas	Unsorted Orchestral	2000	1
1809	Dérive No. 2	Pierre Boulez	Unsorted Orchestral	2006	1
1810	Souvenir	John Cage	Organ	1983	1
1811	Symphony No. 7	Allan Pettersson	Symphony	1967	1
1812	Symphony No. 6 in D Minor, Op. 104	Jean Sibelius	Symphony	1923	1
1813	Symphony in C Major	Georges Bizet	Symphony	1855	1
1814	Symphony No. 3 in C Major, Op. 52	Jean Sibelius	Symphony	1907	1
1815	Symphony No. 101 in D Major, H. 1/101	Joseph Haydn	Symphony	1794	1
1816	Symphony No. 4 in C Minor, Op. 12	Sergei Taneyev	Symphony	1898	1
1817	Symphony No. 6 in C Major (Little C major), D. 589	Franz Schubert	Symphony	1818	1
1818	The School for Scandal, Op. 5	Samuel Barber	Unsorted Orchestral	1931	1
1819	Piano Sonata, Hob. XVI/50	Joseph Haydn	Piano Sonata	1794	1
1820	Theme with Variations, Op. 55	Nikolai Medtner	Piano Sonata	1933	1
1821	Symphony No. 42 in D Major, Hob. I/42	Joseph Haydn	Symphony	1771	1
1822	Mass No. 6 in E-flat Major, D. 950	Franz Schubert	Mass / Requiem	1828	1
1823	O Rosa Bella	Johannes Ciconia	Lieder / Song		0
1824	Fiori musicali (Musical Flowers), Op. 12	Girolamo Frescobaldi	Organ		0
1825	Clavier-Übung III (German Organ Mass)	Johann Sebastian Bach	Organ	1736	0
1826	Violin Sonata No. 2	Maurice Ravel	Violin Sonata	1927	0
1827	Viola Sonata, Op. 11 No. 4	Paul Hindemith	Violin Sonata	1919	0
1828	Piano Quintet No. 1, Op. 89	Gabriel Fauré	Piano Quintet	1894	0
1829	Six Pieces for Orchestra, Op. 6	Anton Webern	Unsorted Orchestral	1909	0
1830	String Quartet No. 2	György Ligeti	String Quartet	1968	0
1831	Battalia à 10, C 61	Heinrich Ignaz Franz von Biber	Unsorted Orchestral	1673	0
1832	Madrigals, Book 5	Carlo Gesualdo	Chant		0
1833	Concerti Grossi, Op. 3, HWV 312–317	George Frideric Handel	Unsorted Orchestral	1734	0
1834	Song for Athene	John Tavener	Chant	1993	0
1835	Serenade No. 6 in D Major (Serenata notturna), K. 239	Wolfgang Amadeus Mozart	Unsorted Orchestral	1776	0
1836	Piano Quartet No. 1 in C Minor, Op. 15	Gabriel Fauré	Piano Quartet	1879	0
1837	String Quartet No. 2 in F-sharp Minor, Op. 10	Arnold Schoenberg	String Quartet	1908	0
1838	44 Duos for Two Violins, Sz. 98, BB 104	Béla Bartók	String Duo	1931	0
1839	Guitar Quintet No. 9 in C Major, G. 453	Luigi Boccherini	String Quintet	1799	0
1840	Prophetiae Sibyllarum	Orlande de Lassus	Chant		0
1841	De Profundis Clamavi	Josquin des Prez	Chant		0
1842	If Ye Love Me	Thomas Tallis	Chant		0
1843	Sonata on the 94th Psalm in C Minor	Julius Reubke	Organ	1857	0
1844	Sus une fontayne	Johannes Ciconia	Lieder / Song		0
1845	Remède de Fortune	Guillaume de Machaut	Lieder / Song		0
1846	Castor et Pollux, RCT 32	Jean-Philippe Rameau	Opera	1737	0
1847	Sonata for Violin & Piano No. 3, 62 (K. 2C6)	Charles Ives	Violin Sonata	1914	0
1848	Violin Sonata No. 1 in A Major, Op. 13	Gabriel Fauré	Violin Sonata	1876	0
1849	Violin Sonata, Op. 7	Leoš Janáček	Violin Sonata	1914	0
1850	Violin Sonata No. 2, Op. 108	Gabriel Fauré	Violin Sonata	1917	0
1851	Violin Sonata No. 2, Sz. 76	Béla Bartók	Violin Sonata	1922	0
1852	Cello Concerto in B-flat Major, H. 436	Carl Philipp Emanuel Bach	Cello Concerto	1751	0
1853	Octet, Op. 7	George Enescu	Octet	1900	0
1854	Mass, Op. 12	César Franck	Mass / Requiem	1860	0
1855	Sonata for Violin and Cello (Sonate pour violon et violoncelle)	Maurice Ravel	String Duo	1922	0
1856	Sonata in C major for piano four-hands, D. 812	Franz Schubert	Piano duet / Piano four hands	1824	0
1857	A Survivor from Warsaw, Op. 46	Arnold Schoenberg	Voice and Orchestra	1947	0
1858	Concerto for 2 Harpsichords in C Minor, BWV 1062	Johann Sebastian Bach	Double Concerto		0
1859	Syrinx, L. 129	Claude Debussy	Unsorted Chamber	1913	0
1860	Nymphes des Bois (La Déploration de Johannes Ockeghem)	Josquin des Prez	Chant	1497	0
1861	Tenebrae Responsories	Tomas Luis de Victoria	Chant		0
1862	Concerti Grossi, Op. 8	Giuseppe Torelli	Unsorted Orchestral		0
1863	Symphony No. 3 in B Minor (Ilya Muromets), Op. 42	Reinhold Glière	Symphony	1911	0
1864	Violin Sonata No. 1 in A Minor (Posthumous)	Maurice Ravel	Violin Sonata	1897	0
1865	Die Elenden sollen essen, BWV 75	Johann Sebastian Bach	Choral orchestral	1723	0
1866	String Quintet No. 2 in G Major, Op. 111	Johannes Brahms	String Quintet	1890	0
1867	Piano Trio in G Major, L. 3	Claude Debussy	Piano Trio	1880	0
1868	Violin Concerto	John Adams	Violin Concerto	1993	0
1869	Veni Sancte Spiritus	John Dunstable	Chant		0
1870	Die Israeliten in der Wüste (The Israelites in the Desert), H. 775	Carl Philipp Emanuel Bach	Choral orchestral	1769	0
1871	Am Tage Aller Seelen, D. 343	Franz Schubert	Lieder / Song	1816	0
1872	String Quartets, Op. 20 (Sun)	Joseph Haydn	String Quartet	1772	0
1873	Jubilate Domino, BuxWV 64	Dieterich Buxtehude	Choral orchestral		0
1874	Miserere Nostri	Thomas Tallis	Chant		0
1875	The Bohemian Girl	Michael William Balfe	Opera	1843	0
1876	Jephte	Giacomo Carissimi	Choral orchestral	1648	0
1877	Psalmen Davids, SWV 22–47	Heinrich Schütz	Choral orchestral		0
1878	Toccate e partite d'intavolatura di cimbalo libro primo	Girolamo Frescobaldi	Piano Sonata	1615	0
1879	The Great Service	William Byrd	Mass / Requiem		0
1880	Four Pieces For Clarinet And Piano, Op. 13	Alban Berg	Clarinet Sonata	1913	0
1881	Symphonic Variations, FWV 46	César Franck	Piano Concerto	1885	0
1882	Harpsichord conceto No. 2 in E Major, BWV 1053	Johann Sebastian Bach	Harpsichord conceto	1738	0
1883	Ariettes oubliées, L. 60	Claude Debussy	Lieder / Song	1887	0
1884	L'enfance du Christ, H 130	Hector Berlioz	Choral orchestral	1854	0
1885	12 Notations	Pierre Boulez	Piano Sonata	1945	0
1886	Adieu ces bons vins de Lannoys	Guillaume DuFay	Lieder / Song		0
1887	Preco preheminencie	John Dunstable	Chant		0
1888	La vie antérieure	Henri Duparc	Lieder / Song	1884	0
1889	Symphonie-Passion, Op. 23	Marcel Dupré	Organ	1924	0
1890	Sept paroles de Jésus en croix	César Franck	Choral orchestral	1859	0
1891	Symphony No. 98 in B-flat Major, Hoboken I/98	Joseph Haydn	Symphony	1892	0
1892	Das Buch der hängenden Gärten (The Book of the Hanging Gardens), Op. 15	Arnold Schoenberg	Lieder / Song	1909	0
1893	Das klagende Lied (Song of Lamentation)	Gustav Mahler	Voice and Orchestra	1880	0
1894	Die letzten Dinge, WoO 61	Louis Spohr	Choral orchestral	1826	0
1895	Te Deum	Arvo Pärt	Choral orchestral	1984	0
1896	7 Concerti di flauto, violini, violetta e bassi	Alessandro Scarlatti	Unsorted Orchestral		0
1897	Garrit gallus - In nova fert	Philippe de Vitry	Chant		0
1898	Le printemps	Claude Le Jeune	Lieder / Song		0
1899	Tierkreis	Karlheinz Stockhausen	Unsorted Chamber	1975	0
1900	"Variations on ""Mein Junges Leben Hat Ein End"""	Jan Pieterszoon Sweelinck	Piano Sonata		0
1901	Fantasia contrappuntistica, Op. 256	Ferruccio Busoni	Piano Sonata	1910	0
1902	Manon	Jules Massenet	Opera	1883	0
1903	Quam pulchra es	John Dunstable	Chant		0
1904	Piano Quartet No. 2 in G Minor, Op. 45	Gabriel Fauré	Piano Quartet	1886	0
1905	"Cinq mélodies ""de Venise"", Op. 58"	Gabriel Fauré	Lieder / Song	1891	0
1906	Grande Pièce Symphonique, Op.17, FWV 29	César Franck	Organ	1862	0
1907	Symphony No. 99 in E-flat Major, Hoboken I/99	Joseph Haydn	Symphony	1793	0
1908	Symphony No. 67 in F Major, Hoboken I/67	Joseph Haydn	Symphony	1779	0
1909	Via Crucis, S. 53	Franz Liszt	Choral orchestral	1879	0
1910	4 Lieder, Op. 27	Richard Strauss	Lieder / Song	1894	0
1911	Fantasy and Fugue on B-A-C-H, Op. 46	Max Reger	Organ	1900	0
1912	Piano Trio No. 44 in E Major, Hob.XV:28	Joseph Haydn	Piano Trio	1797	0
1913	Utrenja	Krzysztof Penderecki	Choral orchestral	1971	0
1914	Magnus Liber Organi	Léonin	Chant		0
1915	Der Schwanengesang, SWV 482-494	Heinrich Schütz	Choral orchestral		0
1916	Matthäus-Passion, SWV 479	Heinrich Schütz	Choral orchestral	1666	0
1917	Die mit Tränen säen werden mit Freuden ernten, SWV 378	Heinrich Schütz	Choral orchestral		0
1918	Missa Brevis	Giovanni Pierluigi da Palestrina	Mass / Requiem		0
1919	Nocturne-Serenade, Op. 45	Pablo de Sarasate	Violin Concerto		0
1920	Terpsichore, Musarum Aoniarum	Michael Praetorius	Unsorted Orchestral		0
1921	Songs from Le Voir-Dit	Guillaume de Machaut	Lieder / Song		0
1922	Missa Benedicta es	Giovanni Pierluigi da Palestrina	Mass / Requiem		0
1923	Requiem in F Minor	Heinrich Ignaz Franz von Biber	Mass / Requiem	1682	0
1924	Oratorio per la Santissima Trinità	Alessandro Scarlatti	Voice and Orchestra	1715	0
1925	String Quartet No. 1 in G Minor, Op. 13	Carl Nielsen	String Quartet	1889	0
1926	Variations and Fugue on a Theme by Handel, Op. 24	Johannes Brahms	Piano Sonata	1861	0
1927	Violin Sonata in E-flat Major, Op. 18	Richard Strauss	Violin Sonata	1888	0
1928	Violin Sonata in B Minor, P. 110	Ottorino Respighi	Violin Sonata	1917	0
1929	Moses und Aron	Arnold Schoenberg	Opera	1932	0
1930	Il ritorno d'Ulisse in patria, SV 325	Claudio Monteverdi	Opera	1640	0
1931	Déserts	Edgard Varèse	Unsorted Orchestral	1954	0
1932	Piano Concerto	Ralph Vaughan Williams	Piano Concerto	1931	0
1933	Christ lag in Todes Banden, BWV 4	Johann Sebastian Bach	Choral orchestral	1707	0
1934	Requiem in C Minor, Op. 23	João Domingos Bomtempo	Mass / Requiem	1820	0
1935	The Death of Klinghoffer	John Adams	Opera	1991	0
1936	Paris: The Song of a Great City	Frederick Delius	Unsorted Orchestral	1900	0
1937	Symphonie in G Minor, Op. 25	Marcel Dupré	Organ	1927	0
1938	3 Chorals, FWV 38-40	César Franck	Organ	1890	0
1939	3 Preludes and Fugues, Op. 37	Felix Mendelssohn	Organ	1837	0
1940	Allerseelen, Op. 10	Richard Strauss	Lieder / Song	1885	0
1941	Variations on a Theme of Corelli, Op. 42	Sergei Rachmaninoff	Piano Sonata	1931	0
1942	Duet for Violin and Viola, Op. 13	Louis Spohr	String Duo		0
1943	Nänie, Op. 82	Johannes Brahms	Voice and Orchestra	1881	0
1944	Piano Concerto No. 2 in A-flat Major, H. 31	John Field	Piano Concerto	1811	0
1945	Music in 12 Parts	Philip Glass	Voice and Orchestra	1974	0
1946	Apparition de l'église éternelle	Olivier Messiaen	Organ	1932	0
1947	Stabat Mater, FP 148	Francis Poulenc	Choral orchestral	1950	0
1948	Lamentations of Jeremiah	Orlande de Lassus	Chant	1584	0
1949	String Quartets, Op. 74 (Apponyi)	Joseph Haydn	String Quartet	1793	0
1950	Trio Sonatas, ZWV 181	Jan Dismas Zelenka	Unsorted Chamber		0
1951	Ten Motets	Giacomo Carissimi	Voice and Orchestra		0
1952	Ain Graserin	Oswald von Wolkenstein	Lieder / Song		0
1953	Exultate Deo	Alessandro Scarlatti	Chant		0
1954	Harpsichord Concertos	Baldassare Galuppi	Harpsichord conceto		0
1955	Lutheran Mass For Christmas Morning	Michael Praetorius	Choral orchestral		0
1956	Il Primo Libro di Madrigali	Giovanni Pierluigi da Palestrina	Lieder / Song	1581	0
1957	The Desert Music	Steve Reich	Unsorted Orchestral	1983	0
1958	Don Juan (Don Juan ou Le Festin de Pierre), Wq. 52	Christoph Willibald Gluck	Ballet	1761	0
1959	Ernani	Giuseppe Verdi	Opera	1844	0
1960	Piano Sonata No. 33 in C Minor, Hob. XVI/20	Joseph Haydn	Piano Sonata	1771	0
1961	Ach wie flüchtig, ach wie nichtig, BWV 26	Johann Sebastian Bach	Choral orchestral	1724	0
1962	Ich will den Kreuzstab gerne tragen, BWV 56	Johann Sebastian Bach	Choral orchestral	1726	0
1963	Violin Sonata No. 1	Ernest Bloch	Violin Sonata	1920	0
1964	Flute Concerto, FS 119	Carl Nielsen	Wind Concerto	1926	0
1965	Les plaisirs de Versailles, H. 480	Marc-Antoine Charpentier	Opera	1682	0
1966	Magnificat, H. 73	Marc-Antoine Charpentier	Choral orchestral	1671	0
1967	Piano Quartet in A Major, Op. 30	Ernest Chausson	Piano Quartet	1897	0
1968	Phidylé	Henri Duparc	Lieder / Song	1882	0
1969	Barcarolles	Gabriel Fauré	Piano Sonata	1921	0
1970	Symphony No. 96 in D Major (Miracle Symphony), Hoboken I/96	Joseph Haydn	Symphony	1791	0
1971	Harmoniemesse, Hob. XXII/14	Joseph Haydn	Mass / Requiem	1802	0
1972	Der Schwanendreher	Paul Hindemith	Viola Concerto	1935	0
1973	Christus, S. 3	Franz Liszt	Choral orchestral	1866	0
1974	Das Paradies und die Peri, Op. 50	Robert Schumann	Choral orchestral	1843	0
1975	Octet in E Major, Op. 32	Louis Spohr	Octet	1814	0
1976	Piano Sonata 1.X.1905 (From the Street)	Leoš Janáček	Piano Sonata	1905	0
1977	Fantasia on Christmas Carols	Ralph Vaughan Williams	Voice and Orchestra	1912	0
1978	Norfolk Rhapsody No. 1 in E Minor	Ralph Vaughan Williams	Unsorted Orchestral	1906	0
1979	Belshazzar's Feast	William Walton	Choral orchestral	1931	0
1980	Judas Maccabaeus, HWV 63	George Frideric Handel	Choral orchestral	1746	0
1981	Les Nuits d'été, H 81	Hector Berlioz	Lieder / Song	1841	0
1982	Les Offrandes Oubliées	Olivier Messiaen	Unsorted Orchestral	1930	0
1983	Missa Dei Patris, ZWV 19	Jan Dismas Zelenka	Mass / Requiem	1740	0
1984	Lauda Jerusalem Dominum	Adrian Willaert	Choral orchestral		0
1985	Symphony in C Minor, VB 142	Joseph Martin Kraus	Symphony	1782	0
1986	Lamento per la morte di Lorenzo Il Magnifico	Heinrich Isaac	Voice and Orchestra		0
1987	Requiem in the Venetian Manner	Benedetto Marcello	Mass / Requiem		0
1988	Musicalia ad Chorum Sacrum	Heinrich Schütz	Choral orchestral		0
1989	Tristitia et Anxietas	William Byrd	Chant		0
1990	Lullaby, My Sweet Little Baby	William Byrd	Chant		0
1991	Le Journal du Printemps	Johann Caspar Ferdinand Fischer	Unsorted Orchestral		0
1992	Stabat Mater	Giovanni Pierluigi da Palestrina	Chant		0
1993	Stimmung	Karlheinz Stockhausen	Chant	1968	0
1994	Momente	Karlheinz Stockhausen	Voice and Orchestra	1969	0
1995	String Quartet No. 2, S. 58 (K. 2A3)	Charles Ives	String Quartet	1913	0
1996	String Quartet No. 3 in E-flat Major, Op. 14	Carl Nielsen	String Quartet	1898	0
1997	String Quartet No. 4, Op. 37	Arnold Schoenberg	String Quartet	1936	0
1998	String Quartet No. 1 in A Minor, Op. 41 No. 1	Robert Schumann	String Quartet	1842	0
1999	String Quartet No. 1	Benjamin Britten	String Quartet	1941	0
2000	String Quartet No. 2 in F Major, Op. 92	Sergei Prokofiev	String Quartet	1941	0
2001	String Quartet No. 3	George Rochberg	String Quartet	1971	0
2002	L'enfant et les sortilèges	Maurice Ravel	Opera	1925	0
2003	Dialogues des Carmélites (Dialogues of the Carmelites), FP 159	Francis Poulenc	Opera	1956	0
2004	Job: A Masque for Dancing	Ralph Vaughan Williams	Ballet	1931	0
2005	En saga, Op. 9	Jean Sibelius	Symphonic Poem	1892	0
2006	The Noon Witch (Polednice), Op. 108, B. 196	Antonín Dvořák	Symphonic Poem	1896	0
2007	Serenade No. 9 in D Major (Posthorn), K. 320	Wolfgang Amadeus Mozart	Unsorted Orchestral	1779	0
2008	Symphonic Variations, Op. 78, B. 70	Antonín Dvořák	Unsorted Orchestral	1877	0
2009	Piano Sonata No. 5 in F-sharp Minor, Op. 81	Johann Nepomuk Hummel	Piano Sonata	1819	0
2010	Piano Sonata No. 1	Pierre Boulez	Piano Sonata	1946	0
2011	Piano Concerto	Witold Lutosławski	Piano Concerto	1988	0
2012	Violin Concerto No. 1, Sz. 36, BB 48a	Béla Bartók	Violin Concerto	1908	0
2013	"Canonic Variations on ""Vom Himmel hoch da komm' ich her"", BWV 769"	Johann Sebastian Bach	Organ	1747	0
2014	Sextet No. 2 in G Major, Op. 36	Johannes Brahms	Sextet	1865	0
2015	Mass No. 3 in F Minor, WAB 28	Anton Bruckner	Mass / Requiem	1868	0
2016	Le Martyre de saint Sébastien, L. 124	Claude Debussy	Unsorted Orchestral	1911	0
2017	Te Deum, H 118	Hector Berlioz	Choral orchestral	1849	0
2018	Oboe Concerto	Ralph Vaughan Williams	Wind Concerto	1944	0
2019	Concert for Violin, Piano and String Quartet in D Major, Op. 21	Ernest Chausson	Sextet	1891	0
2020	The Apostles, Op. 49	Edward Elgar	Choral orchestral	1903	0
2021	Impressions d'enfance, Op. 28	George Enescu	Violin Sonata	1940	0
2022	Symphony No. 2	Charles Ives	Symphony	1901	0
2023	Robert Browning Overture	Charles Ives	Unsorted Orchestral	1912	0
2024	Chansons madécasses	Maurice Ravel	Lieder / Song	1926	0
2025	Piano Trio No. 2 in F Major, Op. 80	Robert Schumann	Piano Trio	1847	0
2026	String Quartet in D Major	Arnold Schoenberg	String Quartet	1897	0
2027	Violin Concerto No. 8 in A Minor, Op. 47	Louis Spohr	Violin Concerto	1816	0
2028	Alto Rhapsody, Op. 53	Johannes Brahms	Voice and Orchestra	1869	0
2029	Elegies (Elegien), BV 249	Ferruccio Busoni	Piano Sonata	1907	0
2030	Intimations of Immortality, Op. 29	Gerald Finzi	Choral orchestral	1950	0
2031	Romance for String Orchestra, Op. 11	Gerald Finzi	Unsorted Orchestral	1928	0
2032	Music With Changing Parts	Philip Glass	Unsorted Orchestral	1970	0
2033	Les Heures persanes (The Persian Hours), Op. 65	Charles Koechlin	Piano Sonata	1919	0
2034	La Transfiguration de Notre Seigneur Jésus-Christ	Olivier Messiaen	Choral orchestral	1969	0
2035	Dies Irae, LWV 64/1	Jean-Baptiste Lully	Choral orchestral		0
2036	A Floresta do Amazonas	Heitor Villa-Lobos	Voice and Orchestra	1958	0
2037	Harpsichord Sonata No. 24 in A Major	Carlos Seixas	Piano Sonata		0
2038	Jonas	Giacomo Carissimi	Choral orchestral		0
2039	Piano Sonata in B-flat Major	Julius Reubke	Piano Sonata	1857	0
2040	12 Concerti Grossi	Benedetto Marcello	Unsorted Orchestral		0
2041	Can vei la lauzeta mover	Bernart de Ventadorn	Lieder / Song		0
2042	Missa Assumpta est Maria	Giovanni Pierluigi da Palestrina	Mass / Requiem		0
2043	Durch Barbarei, Arabia	Oswald von Wolkenstein	Lieder / Song		0
2044	Pavana Lachrimae	Jan Pieterszoon Sweelinck	Piano Sonata		0
2045	San Giovanni Battista	Alessandro Stradella	Choral orchestral	1675	0
2046	Les Grands Motets	Jean-Philippe Rameau	Voice and Orchestra		0
2047	Triple Quartet	Steve Reich	Unsorted Chamber	1998	0
2048	Music for Pieces of Wood	Steve Reich	Unsorted Chamber	1973	0
2049	Piano Sonata in E Minor	Leopold Godowsky	Piano Sonata	1911	0
2050	Symphony No. 8 (The Journey)	Einojuhani Rautavaara	Symphony	1999	0
2051	The Fiery Angel, Op. 37	Sergei Prokofiev	Opera	1923	0
2052	L'Africaine	Giacomo Meyerbeer	Opera	1864	0
2053	Doktor Faust	Ferruccio Busoni	Opera	1924	0
2054	Alceste, Wq. 44	Christoph Willibald Gluck	Opera	1767	0
2055	La Vega	Isaac Albéniz	Piano Sonata	1899	0
2056	String Quartet No. 2 in A	Juan Crisóstomo Arriaga	String Quartet	1823	0
2057	Süßer Trost, mein Jesus kömmt, BWV 151	Johann Sebastian Bach	Choral orchestral	1725	0
2058	Piano Quintet No. 1	Ernest Bloch	Piano Quintet	1923	0
2059	Star-Child	George Crumb	Voice and Orchestra	1977	0
2060	L'invitation au voyage	Henri Duparc	Lieder / Song	1870	0
2061	Piano Quintet in D Minor, H. 49	Frank Bridge	Piano Quintet	1905	0
2062	String Quartet No. 2 in F Major, Op. 41 No. 2	Robert Schumann	String Quartet	1842	0
2063	The Execution of Stepan Razin, Op. 119	Dmitri Shostakovich	Voice and Orchestra	1964	0
2064	Trio élégiaque No. 1 in G Minor	Sergei Rachmaninoff	Piano Trio	1892	0
2065	Métopes, Op. 29	Karol Szymanowski	Piano Sonata	1915	0
2066	Dona Nobis Pacem	Ralph Vaughan Williams	Choral orchestral	1936	0
2067	Knoxville: Summer of 1915, Op. 24	Samuel Barber	Lieder / Song	1947	0
2068	Lieder (5 Songs), Op. 105	Johannes Brahms	Lieder / Song	1888	0
2069	Pleurs d'or, Op. 72	Gabriel Fauré	Lieder / Song	1896	0
2070	Five Bagatelles, Op. 23	Gerald Finzi	Unsorted Orchestral	1941	0
2071	Nocturne, Op. 7	Gerald Finzi	Unsorted Orchestral	1926	0
2072	Volumina	György Ligeti	Organ	1962	0
2073	Le Banquet Céleste	Olivier Messiaen	Organ	1928	0
2074	Trio Sonatas	Johann Friedrich Fasch	Unsorted Chamber		0
2075	Sicut Lilium	Antoine Brumel	Chant		0
2076	Veni Creator Spiritus	Giovanni Pierluigi da Palestrina	Chant		0
2077	Adieu, adieu, mon joileux souvenir	Gilles Binchois	Lieder / Song		0
2078	Cendrillon	Jules Massenet	Opera	1899	0
2079	String Quartet No. 4, Op. 22	Paul Hindemith	String Quartet	1921	0
2080	Maria Stuarda (Mary Stuart)	Gaetano Donizetti	Opera	1835	0
2081	War and Peace, Op. 91	Sergei Prokofiev	Opera	1942	0
2082	Piano Trio No. 2, Op. 73	Anton Arensky	Piano Trio	1905	0
2083	Concerto for Clarinet, Viola, and Orchestra in E Minor, Op. 88	Max Bruch	Double Concerto	1911	0
2084	La boîte à joujoux, L. 128	Claude Debussy	Ballet	1913	0
2085	String Quintet No. 2, Op. 77, B. 49	Antonín Dvořák	String Quintet	1875	0
2086	Hermit Songs, Op. 29	Samuel Barber	Lieder / Song	1953	0
2087	Symphony in C-sharp Minor	Ernest Bloch	Symphony	1903	0
2088	Lollapalooza	John Adams	Unsorted Orchestral	1995	0
2089	Flute Concerto (Dances With Winds), Op. 69	Einojuhani Rautavaara	Wind Concerto	1975	0
2090	Makrokosmos	George Crumb	Piano Sonata	1979	0
2091	Sea Drift	Frederick Delius	Voice and Orchestra	1904	0
2092	Águas da Amazônia	Philip Glass	Unsorted Orchestral	1999	0
2093	String Quintet No. 6 in E-flat Major, K. 614	Wolfgang Amadeus Mozart	String Quintet	1791	0
2094	Des Knaben Wunderhorn	Gustav Mahler	Lieder / Song	1901	0
2095	King Roger (Król Roger), Op. 46	Karol Szymanowski	Opera	1924	0
2096	On Wenlock Edge	Ralph Vaughan Williams	Lieder / Song	1909	0
2097	Toward the Unknown Region	Ralph Vaughan Williams	Choral orchestral	1906	0
2098	Vers la voûte étoilée, Op. 129	Charles Koechlin	Symphonic Poem	1933	0
2099	La fabbrica illuminata	Luigi Nono	Voice and Orchestra	1964	0
2100	Pari intervallo	Arvo Pärt	Organ	1976	0
2101	Violin Sonata, Op. 36	Gabriel Pierné	Violin Sonata	1900	0
2102	String Quartets, Op. 77 (Lobkowicz)	Joseph Haydn	String Quartet	1799	0
